Rank,Title,Score,Chapters/Volumes,Published
15204,Saikyou no Shuzoku ga Ningen Datta Ken,6.19,Manga (7 vols),Jul 2018 - May 2021
15205,Soushikikan to Watashi no Jijou,6.19,Manga (1 vols),Mar 2015 - Aug 2015
15206,Boku to Roboko,6.18,Manga (? vols),Jul 2020 -
15207,Moto Kouzou Kaiseki Kenkyuusho no Isekai Boukentan,6.19,Manga (? vols),Jul 2018 -
15208,Gensaku Hinatazaka,6.19,Manga (? vols),Mar 2021 - Apr 2021
15209,Rabuka,6.19,One-shot (? vols),Jun 2021 - Jun 2021
15210,Neru: Bugei Dogyou,6.19,Manga (3 vols),Jul 2021 - Nov 2021
15211,Natsu ga Owattemo Atsui,6.19,One-shot (? vols),Aug 2010 - Aug 2010
15212,Ore ga xx de Model Debut!?,6.19,One-shot (? vols),Aug 2013 - Aug 2013
15213,08:05 no Hengao-san,6.19,One-shot (? vols),Aug 2012 - Aug 2012
15214,Akaaka to Shita Chi no Monogatari,6.19,Manga (6 vols),Apr 2014 - Mar 2017
15215,Carnaval Glare,6.19,Manga (1 vols),Feb 2013 - Oct 2013
15216,Ashita no Kimi ni Dekiru Koto,6.19,One-shot (? vols),Apr 2012 - Apr 2012
15217,B Group no Shounen X,6.19,Manga (3 vols),Oct 2015 - Feb 2018
15218,Ikitemasu ka? Honda-kun,6.19,Manga (3 vols),Jul 2016 - Feb 2018
15219,Fukukaichou Ganbaru.,6.19,Manga (1 vols),Aug 2016 - Oct 2017
15220,Tanaka: Nenrei Equal Kanojo Inaireki no Mahoutsukai the Comic,6.19,Manga (3 vols),Jul 2016 - May 2018
15221,Jinrou Game: Crazy Fox,6.19,Manga (4 vols),Apr 2017 - Mar 2019
15222,Dorei Yuugi,6.19,Manga (11 vols),Jun 2017 - Nov 2019
15223,Yakedo Shoujo,6.18,Manga (4 vols),Mar 2017 - Jul 2018
15224,Sekai wo Sukuu Tame ni Watashi to Asachun Dekimasu ka?,6.18,Manga (? vols),Sep 2017 -
15225,Boku ga Yuusha de Maou mo Boku de,6.18,Manga (4 vols),Jul 2019 - Feb 2021
15226,Isekai de Slow Life wo (Ganbou),6.18,Manga (? vols),Jul 2019 -
15227,Choppiri Ecchi na Sanshimai demo, Oyomesan ni Shitekuremasu ka?,6.18,Manga (? vols),Dec 2019 -
15228,Space Chef Caisar,6.18,Manga (1 vols),2010 - 2010
15229,Romantic Egoist,6.18,Manga (1 vols),Jan 2008 - Jun 2009
15230,Saitei na Hito wo Suki ni Narimashita,6.18,One-shot (? vols),Dec 2011 - Dec 2011
15231,Hatenkou,6.18,One-shot (? vols),Dec 2005 - Dec 2005
15232,Ouji-sama no Renai Jijou,6.18,One-shot (? vols),1998 - 1998
15233,The Black Cat,6.18,One-shot (? vols),-
15234,Ai ga Nakucha ne!,6.18,Manga (1 vols),Sep 2003 -
15235,Saiteihen no Otoko,6.18,Manga (3 vols),Nov 2011 - Dec 2012
15236,Akoya Tsutae,6.18,Manga (3 vols),Dec 2013 - Sep 2014
15237,Take Dake Dake!: Takedakei Gentei,6.18,Manga (3 vols),Jun 2013 - Aug 2014
15238,Cigarette Anthology,6.18,Manga (2 vols),Dec 2012 - Jun 2013
15239,Oingo to Boingo Kyoudai Daibouken,6.18,Manga (1 vols),Oct 2002 - Oct 2002
15240,Undeadman,6.18,One-shot (? vols),1990 - 1990
15241,Bocchiman,6.17,Manga (2 vols),Dec 2013 - Oct 2014
15242,At Home Happy System,6.17,Doujinshi (1 vols),Dec 2008 - Dec 2008
15243,Taiyou no Kiseki,6.17,One-shot (? vols),Jun 2014 - Jun 2014
15244,Tetsuo: The Bullet Man,6.17,Manga (1 vols),Dec 2010 - Aug 2011
15245,Gakkou no Shinigami-san,6.17,One-shot (? vols),Jan 2013 - Jan 2013
15246,Hana wa Nisemono,6.17,Manga (1 vols),Dec 2012 - Apr 2015
15247,Rousoku-hime,6.17,Manga (2 vols),Oct 2008 - Dec 2010
15248,Oni ga Deru ka Ja ga Deru ka,6.17,Manga (5 vols),Jun 2014 - May 2017
15249,Kono Saki, Love Love Nari.,6.17,One-shot (? vols),May 2016 - May 2016
15250,Kokenoshima,6.17,One-shot (? vols),Nov 2010 - Nov 2010
15251,Gekkou no Arcadia,6.17,One-shot (? vols),Mar 2017 - Mar 2017
15252,Mino-san no Sore, Sawattemo Ii?,6.17,Manga (2 vols),Jan 2018 - Aug 2019
15253,Tokyo Shinobi Squad,6.17,Manga (3 vols),Jun 2019 - Dec 2019
15254,Tensei Gotoki de Nigerareru to demo, Niisan?,6.17,Manga (? vols),Oct 2020 -
15255,Tensei Inja wa Hokusoemu,6.17,Manga (? vols),Sep 2020 -
15256,Hana Meiro,6.17,One-shot (? vols),Nov 2003 - Nov 2003
15257,Natsu wo Oboeru,6.17,Manga (? vols),Jul 2008 - Oct 2008
15258,Dead Heads,6.17,One-shot (? vols),2002 - 2002
15259,Boku no Pet,6.17,One-shot (? vols),-
15260,Mashounen B.T.,6.16,Manga (1 vols),Sep 1983 - Nov 1983
15261,3D Material,6.16,Manga (1 vols),- 1999
15262,Twins,6.16,Manga (1 vols),Apr 1997 - Jun 2000
15263,Taiken,6.16,Manga (1 vols),2005 -
15264,Gyakusou Shoujo: Owaranai Natsuyasumi,6.16,Manga (2 vols),Mar 2007 - Feb 2008
15265,Akazukin Eliza,6.16,One-shot (? vols),May 2009 - May 2009
15266,Byouto Shoujo Kan,6.16,One-shot (? vols),-
15267,Kijou Sensou,6.16,One-shot (? vols),Jan 2016 - Jan 2016
15268,I Am a Hero Koushiki Comic Anthology: 8 Tales of the ZQN,6.16,Manga (1 vols),Feb 2016 - Apr 2016
15269,Shitto na Watashi to Sick na Aitsu,6.16,One-shot (? vols),Feb 2016 - Feb 2016
15270,Kimi wo Mawashitai.,6.16,Manga (1 vols),Jan 2013 - Mar 2014
15271,Vampire Girl,6.16,One-shot (? vols),Mar 2011 - Mar 2011
15272,Kono Shima ni wa Midara de Jaaku na Mono ga Sumu,6.16,Manga (9 vols),Apr 2014 - Mar 2018
15273,Ame ga Yamu Koro ni,6.16,One-shot (? vols),Mar 2014 - Mar 2014
15274,More!!!,6.16,One-shot (? vols),Sep 2014 - Sep 2014
15275,Leave,6.16,One-shot (? vols),Jan 2003 - Jan 2003
15276,Figure Maker,6.16,Manga (1 vols),Mar 2008 - Mar 2008
15277,Cross Days,6.16,Manga (2 vols),Apr 2010 - May 2011
15278,Underdog,6.16,Manga (3 vols),May 2008 - Aug 2009
15279,Anorexia: Shikabane Hanako wa Kyoshokushou,6.16,Manga (2 vols),Sep 2011 - Jan 2013
15280,Hatsukoi,6.16,One-shot (? vols),Jul 2009 - Jul 2009
15281,99★9,6.16,One-shot (? vols),Feb 2012 - Feb 2012
15282,Boku to Kanojo no Game Sensou,6.16,Manga (1 vols),May 2012 - Jan 2013
15283,Giniro no Genders,6.16,Manga (3 vols),Jun 2018 - Jun 2019
15284,Misa-chan,6.16,One-shot (? vols),Jun 2016 - Jun 2016
15285,Sono Rettou Kishi, Level 999,6.16,Manga (? vols),Jul 2019 -
15286,Elf Deck to Senjougurashi,6.16,Manga (3 vols),Jul 2019 - Jun 2020
15287,A Useless Villain,6.16,Manhwa (? vols),Feb 2021 - Jan 2022
15288,Kamen Boxer,6.15,Manga (1 vols),1989 - 1989
15289,Hime Koi,6.15,One-shot (? vols),Oct 2013 - Oct 2013
15290,Tokyo DTED,6.15,Manga (3 vols),Oct 2013 - Oct 2014
15291,Asahina Koharu no Mousou Biyori,6.15,One-shot (? vols),Aug 2013 - Aug 2013
15292,Sensei, Ote wo Douzo?,6.15,One-shot (? vols),Sep 2013 - Sep 2013
15293,orz,6.15,Manga (1 vols),Jun 2011 - Jun 2011
15294,A-chan no Pudding,6.15,One-shot (? vols),Feb 2012 - Feb 2012
15295,S+M,6.15,Manga (3 vols),2000 - 2002
15296,Crossbone Tanteidan,6.15,Manga (1 vols),Mar 1999 - Mar 1999
15297,Honogurai Mizu no Soko kara,6.15,Manga (1 vols),2004 - 2004
15298,Yodong's Vampire,6.15,Manhwa (1 vols),2001 - 2001
15299,Anata no Iro,6.15,One-shot (? vols),Nov 2003 - Nov 2003
15300,SOS Dai Tokyo Tankentai,6.15,Manga (1 vols),1979 - 1995
15301,Kamisama no Iutoori 0,6.15,Manga (? vols),Jan 2017 - Feb 2017
15302,Aku no Joou no Kiseki,6.15,Manga (2 vols),Dec 2016 - Jun 2018
15303,Strike or Gutter,6.15,Manga (6 vols),Jul 2018 - Mar 2021
15304,Senpai! Office Love Shimasho♪,6.15,Manga (2 vols),May 2019 - Sep 2020
15305,Tenseimae kara Nerawaretemasu!!,6.15,Manga (1 vols),Jul 2019 - Jan 2020
15306,Hentai,6.15,Manga (2 vols),Sep 2017 - Aug 2018
15307,Shinigami Saikoro Game,6.15,Manga (3 vols),Dec 2019 - Jun 2020
15308,Kimi ga Niku ni Nattemo,6.15,Manga (1 vols),Feb 2020 - May 2020
15309,Harley Takes the House,6.15,Manhwa (? vols),Feb 2020 - May 2022
15310,Majo to Boku,6.15,One-shot (? vols),2010 - 2010
15311,Vetsunova,6.15,One-shot (? vols),Jan 2013 - Jan 2013
15312,Mayonaka ni Binetsu,6.15,One-shot (? vols),2013 - 2013
15313,Tokarev no Ayaui Shiro,6.14,Manga (2 vols),2010 - 2012
15314,Comics Underground Japan,6.14,Manga (1 vols),1981 - 1996
15315,Kenjuu Tenshi,6.14,Manga (1 vols),Apr 1949 - Apr 1949
15316,Maji Bura!?,6.14,Manga (2 vols),Dec 2010 - Oct 2012
15317,Crash Bandicoot Dansu! de Jump! na Daibouken,6.14,Manga (2 vols),Dec 1997 - Feb 1999
15318,Change☆Idol,6.14,One-shot (? vols),Apr 2012 - Apr 2012
15319,Mouryo Kiden,6.14,Manga (3 vols),1994 -
15320,D no Fuuin,6.14,Manga (1 vols),Jun 1999 - Sep 1999
15321,Destruction Princess,6.14,Manga (3 vols),Dec 2003 - Oct 2006
15322,Tenkyuugi,6.14,One-shot (? vols),Sep 2005 - Sep 2005
15323,Bestia,6.14,Manga (4 vols),1999 - 2004
15324,Mist Story,6.14,Manga (1 vols),May 1991 - Aug 1992
15325,Like a Flower,6.14,One-shot (? vols),-
15326,Daiou,6.14,Manga (1 vols),Sep 1993 - 1999
15327,Inu Usa Neko,6.14,Doujinshi (1 vols),Dec 2003 - Dec 2003
15328,Dr. Dead,6.14,One-shot (? vols),-
15329,Jump Super Stars,6.14,One-shot (? vols),2005 - 2005
15330,Shin Devilman,6.14,Manga (1 vols),May 1979 - May 1981
15331,Pieces of You,6.14,One-shot (? vols),2004 - 2004
15332,Warashibe Tantei Numa Shichirou,6.14,One-shot (? vols),Feb 2013 - Feb 2013
15333,Magazine Heroines on the Beach,6.14,One-shot (? vols),Jul 2014 - Jul 2014
15334,Hakoniwa Oukoku no Craft Master,6.14,Manga (5 vols),Feb 2016 - Dec 2018
15335,Kagaku to Mahou no Kakutouka-tachi,6.14,One-shot (? vols),Jul 2019 - Jul 2019
15336,Doryoku Shisugita Sekai Saikyou no Butouka wa, Mahou Sekai wo Yoyuu de Ikinuku.,6.14,Manga (? vols),Jul 2018 -
15337,Ura Account Joshi,6.14,Manga (3 vols),Sep 2019 - Jun 2021
15338,Destiny Lovers,6.14,Manga (? vols),Apr 2020 -
15339,Around 40 Shachiku no Golem Master,6.14,Manga (? vols),Feb 2018 -
15340,Inu ni Nattara Suki na Hito ni Hirowareta.,6.14,Manga (? vols),Aug 2020 -
15341,Zombies,6.14,Manga (? vols),Apr 2017 - Apr 2017
15342,Vampire Killer,6.14,One-shot (? vols),Dec 2015 - Dec 2015
15343,Love You!,6.13,Manga (4 vols),Feb 2010 - Oct 2012
15344,Youkai Banchou,6.13,Manga (7 vols),Jan 2015 - Apr 2017
15345,Red Sprite,6.13,Manga (2 vols),Aug 2016 - Nov 2016
15346,Omujo!,6.13,Manga (2 vols),Dec 2016 - Feb 2019
15347,...Curtain.: Sensei to Kiyoraka ni Dousei,6.13,Manga (1 vols),Oct 2006 - Oct 2006
15348,Watashi no... Megane-kun,6.13,Manga (7 vols),Jul 2001 - Nov 2003
15349,Iinari! Aibration,6.13,Manga (4 vols),2007 - Jun 2010
15350,Cloverfield/Kishin,6.13,Manga (1 vols),Jan 2008 - May 2008
15351,Idenshi Level Tsurugi,6.13,Manga (1 vols),Dec 2003 - Dec 2003
15352,Futari no Tame ni Sekai wa Aru no.,6.13,Manga (1 vols),Jan 1995 - Sep 1997
15353,Hachimitsu Shounen,6.13,Manga (1 vols),2003 - 2003
15354,Ookami nante Kowakunai!!,6.13,Manga (1 vols),Nov 1987 - Apr 1989
15355,Tenshun,6.13,One-shot (? vols),Jan 2007 - Jan 2007
15356,Machigatta Light Novel no Tsukurikata,6.13,Manga (1 vols),Jul 2009 - Mar 2010
15357,Mika ni Harassment,6.13,Manga (1 vols),Mar 2005 - Mar 2005
15358,Hakui no Kanojo,6.13,Manga (6 vols),Jul 2009 - May 2017
15359,Hakushi no Fukakai na Yaen,6.13,Manga (1 vols),2011 -
15360,Sensei to Ikenai H,6.13,Manga (1 vols),-
15361,Futatabi,6.13,One-shot (? vols),Aug 1985 - Aug 1985
15362,Yuutousei to Himitsu no Oshigoto,6.13,Manga (? vols),Mar 2018 -
15363,Oshiego ni Kyouhaku sareru no wa Hanzai desu ka?,6.13,Manga (3 vols),Jun 2018 - Nov 2019
15364,Alcafus,6.13,Manga (4 vols),Jul 2018 - Feb 2021
15365,Tsuyuki-san wa Furaretenai,6.13,Manga (? vols),Oct 2018 - Oct 2018
15366,Present Koukan wa Kiken na Kaori...!?,6.13,One-shot (? vols),Aug 2013 - Aug 2013
15367,Buffalo 5-nin Musume,6.13,Manga (1 vols),2013 - 2013
15368,Yume Onna,6.13,One-shot (? vols),Dec 2013 - Dec 2013
15369,Hatsukoi Monster,6.13,Manga (? vols),Jan 2013 -
15370,Uchi no Musume ni Te wo Dasuna!: Oyako Heroine Funtousu,6.12,Manga (3 vols),Jan 2014 - May 2015
15371,Doukyuusei no Macho-kun,6.12,Manga (2 vols),Feb 2014 - Dec 2014
15372,13-nin no Short Suspense & Horror,6.12,Manga (1 vols),Jul 1996 - Jul 1996
15373,Kyousei Harem Keiyaku,6.12,Manga (3 vols),Oct 2014 - Oct 2015
15374,Spider-Man,6.12,Manga (8 vols),Jan 1970 - Sep 1971
15375,AR: Wasurerareta Natsu,6.12,Manga (? vols),Mar 2006 - Jul 2006
15376,Hoshi no Kuni,6.12,One-shot (? vols),Sep 2009 - Sep 2009
15377,Fujiko no Kimyou na Shoseijutsu: Whitesnake no Gosan,6.12,One-shot (? vols),Dec 2021 - Dec 2021
15378,Ghost Heights Kanri Kumiai,6.12,One-shot (? vols),Jan 2015 - Jan 2015
15379,Kuromachi,6.12,Manga (3 vols),Jan 2014 - Oct 2016
15380,S Rare Soubi no Niau Kanojo,6.12,Manga (9 vols),Dec 2015 - Aug 2019
15381,Isekai Cheat Magician,6.12,Manga (? vols),Dec 2016 -
15382,Hentai Elf to Majime Orc,6.12,Manga (1 vols),Oct 2016 - Jan 2018
15383,Waltz,6.12,One-shot (? vols),Feb 2017 - Feb 2017
15384,Kyoushitsu Jibaku Club,6.12,Manga (3 vols),Dec 2017 - Aug 2018
15385,Orc Henshuu to Onna Kishi Mangaka-san,6.12,Manga (3 vols),Nov 2017 - Mar 2019
15386,Gantz no Moto: Oku Hiroya to SF Eiga Monogatari,6.12,One-shot (? vols),Jan 2011 - Jan 2011
15387,Iigakari Neesan,6.12,One-shot (? vols),Apr 2005 - Apr 2005
15388,Linda,6.12,One-shot (? vols),2000 - 2000
15389,Kurenai Kuraki,6.12,One-shot (? vols),Oct 2008 - Oct 2008
15390,Best Couple,6.11,Manhwa (? vols),-
15391,Sunshine,6.11,One-shot (? vols),Jul 2012 - Jul 2012
15392,Girls' Lives,6.11,One-shot (? vols),Oct 2008 - Oct 2008
15393,Aruji no Kigen,6.11,One-shot (? vols),Jan 2013 - Jan 2013
15394,Baby Birth,6.11,Manga (2 vols),May 2001 - Aug 2002
15395,Cherish,6.11,One-shot (? vols),Apr 2004 - Apr 2004
15396,P=NP?,6.11,One-shot (? vols),Jun 1995 - Jun 1995
15397,Sekkaku Cheat wo Moratte Isekai ni Teni shita n dakara, Suki na You ni Ikitemitai the Comic,6.11,Manga (? vols),Mar 2018 -
15398,Libidors,6.11,Manga (7 vols),Nov 2018 - Jul 2020
15399,Gokujou Beef Curry, Himitsu-iri,6.11,Manga (1 vols),Feb 2013 - Oct 2013
15400,Shibuya Kingyo,6.11,Manga (11 vols),Sep 2016 - Apr 2021
15401,Grashros,6.11,Manga (5 vols),Jul 2017 - Aug 2018
15402,Nejimage Factor,6.10,Manga (6 vols),Mar 2014 - May 2018
15403,Yumeoi,6.10,One-shot (? vols),Aug 2015 - Aug 2015
15404,Toilet ga Hanako-san,6.10,One-shot (? vols),Apr 2013 - Apr 2013
15405,Qtμt,6.10,Manga (? vols),Jul 2016 -
15406,Aranagi-sama,6.10,One-shot (? vols),May 2016 - May 2016
15407,.traeH,6.10,One-shot (? vols),Oct 2008 - Oct 2008
15408,Ame Tokidoki Koi Moyou,6.10,One-shot (? vols),Apr 2013 - Apr 2013
15409,Angel Game: Sayonara to Mirai no Kakera,6.10,Manga (2 vols),Jun 2011 - Sep 2011
15410,Aka no Haikyo,6.10,Manga (1 vols),Aug 2009 - Dec 2010
15411,Unreal Sunshine,6.10,One-shot (? vols),2006 - 2006
15412,Astro,6.10,One-shot (? vols),Jun 2012 - Jun 2012
15413,Renai Kinshi Gakuen,6.10,Manga (2 vols),Apr 2018 - Jun 2019
15414,Onegai, Nugashite.,6.10,Manga (? vols),Aug 2019 -
15415,Koukando ga Mieru You ni Natta n daga, Heroine ga Count Stop shiteiru Ken,6.10,Manga (2 vols),Nov 2019 - Oct 2020
15416,Yuusha Shoutai: Kamoku Yuusha wa Nagasarenai,6.10,Manga (? vols),Apr 2021 -
15417,Nishuume Cheat no Tensei Madoushi: Saikyou ga 1000-nengo ni Tensei shitara, Jinsei Yoyuu sugimashita,6.10,Manga (? vols),Sep 2020 -
15418,Eiken,6.10,Manga (18 vols),2001 - 2004
15419,Black Magic,6.10,Manga (1 vols),Feb 1983 - Feb 1983
15420,Yuuhi Romance,6.10,Manga (1 vols),Jun 2005 - Dec 2006
15421,Talking Arrogantly,6.10,One-shot (? vols),Apr 2006 - Apr 2006
15422,Change Boy,6.10,One-shot (? vols),2008 - 2008
15423,eco,6.10,Doujinshi (1 vols),2007 - 2007
15424,Leona Explosion,6.10,Manga (1 vols),2007 - 2008
15425,PQ Angels,6.09,Manga (1 vols),Sep 1997 - Dec 1997
15426,Cha Chu Cho,6.09,One-shot (? vols),2000 - 2000
15427,ChäoS;HEAd,6.09,Manga (1 vols),Aug 2008 - May 2009
15428,I Love My Sister's Boyfriend,6.09,One-shot (? vols),2000 - 2000
15429,Mappa Teacher,6.09,One-shot (? vols),-
15430,Hina-chan no Koi,6.09,One-shot (? vols),Aug 2012 - Aug 2012
15431,30-sai, Shojo OL,6.09,Manga (1 vols),Dec 2013 - Dec 2013
15432,Truth,6.09,One-shot (? vols),Nov 2011 - Sep 2012
15433,Iroenose.,6.09,Doujinshi (1 vols),Aug 2014 - Aug 2014
15434,Cryptic White,6.09,One-shot (? vols),Mar 2014 - Mar 2014
15435,Majo no Yaen,6.09,One-shot (? vols),Sep 2013 - Sep 2013
15436,Watashi no Fushidara,6.09,Manga (2 vols),Nov 2015 - Dec 2016
15437,Saiko Kuro,6.09,Manga (1 vols),Sep 2017 - Feb 2018
15438,Isekai de Saikyou no Tsue ni Tensei shita Ore ga Iyagaru Shoujo wo Muriyari Mahou Shoujo ni P suru!,6.09,Manga (5 vols),Mar 2017 - Mar 2019
15439,Homeless Tensei: Isekai de Jiyuu Sugiru Jikyuu Jisoku Seikatsu,6.09,Manga (? vols),Oct 2018 -
15440,Otaku no Tonari wa Elf desu ka?,6.09,Manga (5 vols),Jul 2019 - Mar 2021
15441,Kingdom of the Z,6.09,Manga (6 vols),Nov 2018 - Oct 2021
15442,Meteor,6.09,Manga (3 vols),2008 - 2011
15443,Gemsilica,6.09,Doujinshi (? vols),1995 - 1995
15444,Koutetsu Jeeg,6.09,Manga (2 vols),Sep 1975 - Jul 1976
15445,Kokoro Photography,6.09,One-shot (? vols),Oct 2011 - Oct 2011
15446,Queen's Blade: Rurou no Senshi,6.09,Manga (3 vols),2008 -
15447,Jacarandá,6.09,Manga (1 vols),Oct 2002 - Dec 2004
15448,Boku no Geboku ni Nare!,6.09,Manga (1 vols),Apr 2013 - Feb 2014
15449,Haru-nee ga Boku ni xx Suru Riyuu,6.08,Manga (2 vols),Jan 2013 - Jan 2014
15450,Tadashikunai Renai no Susume,6.08,Manga (1 vols),Jun 2013 - Dec 2013
15451,Inugami-san to Sarutobi-kun wa Naka ga Warui.,6.08,Manga (3 vols),Feb 2014 - Aug 2015
15452,Sora no Seibun,6.08,Manga (1 vols),1997 - 1997
15453,Mosaic Man,6.08,One-shot (? vols),2003 - 2003
15454,Shikotama,6.08,Manga (1 vols),Sep 2002 - Feb 2003
15455,Forest Bear,6.08,One-shot (? vols),2008 - 2008
15456,Futago, Futagokoro.,6.08,Manga (2 vols),Oct 2018 - Oct 2019
15457,Himenospia,6.08,Manga (8 vols),Mar 2017 - Apr 2021
15458,Tokushu Seiheki Kyoushitsu e Youkoso,6.08,Manga (? vols),Oct 2018 -
15459,Ouhi-sama wa Toubouchuu,6.08,Manga (1 vols),May 2017 - Nov 2017
15460,Shinigami Musume wa Peropero Shitai,6.08,Manga (? vols),Aug 2020 -
15461,Animal Joe,6.08,Manga (1 vols),Dec 2006 - Mar 2008
15462,Ijousha no Ai,6.08,Manga (6 vols),Apr 2017 - Sep 2018
15463,Shinjuu Muri,6.07,One-shot (? vols),Nov 2014 - Nov 2014
15464,Chingiri,6.07,One-shot (? vols),Apr 2017 - Apr 2017
15465,Tama Kick,6.07,Manga (5 vols),Jun 2017 - Oct 2019
15466,Suna no Meiro,6.07,Manga (1 vols),Sep 2010 - Sep 2010
15467,Sacharias no Me,6.07,One-shot (? vols),May 2013 - May 2013
15468,Mahou Onna ga Kuru,6.07,Manga (1 vols),2010 -
15469,Holy Knight,6.07,Manga (? vols),2011 -
15470,Anamorphosis no Meijuu,6.07,Manga (1 vols),Dec 2008 - Jun 2010
15471,Rugged Nymphomania,6.07,Manga (1 vols),2003 - 2003
15472,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,6.07,Manga (4 vols),Dec 2017 - Sep 2019
15473,Peach Milk Crown,6.07,Manga (4 vols),Jan 2018 - Feb 2019
15474,Arata Primal,6.07,Manga (4 vols),Feb 2019 - Nov 2019
15475,Himari no Mawari,6.07,Manga (3 vols),Nov 2018 - Jun 2020
15476,Narikawari,6.07,Manga (6 vols),Feb 2018 - Aug 2019
15477,Isekai Tensei... saretenee!,6.07,Manga (? vols),Aug 2019 -
15478,Horeshou no Half Elf-san the Comic,6.07,Manga (? vols),Jun 2019 -
15479,Zettai ni Damage wo Ukenai Skill wo Moratta node, Boukensha toshite Musou shitemiru,6.07,Manga (? vols),Jun 2020 -
15480,Princess Tutu,6.07,Manga (2 vols),Aug 2002 - May 2003
15481,Lost Child,6.07,Manga (1 vols),Jul 1993 - Jul 1995
15482,Hoshi ni Negau,6.07,One-shot (? vols),Jun 2003 - Jun 2003
15483,Oni: 2889-nen no Hanran,6.07,Manga (1 vols),Oct 1971 - Oct 1971
15484,Narikiri Anko-chan,6.07,One-shot (? vols),-
15485,Karakasa no Saien,6.07,Manga (2 vols),Dec 2007 - Jun 2010
15486,Wendy,6.07,Manga (1 vols),1996 - 1997
15487,Dirty Work,6.06,One-shot (? vols),Dec 1997 - Dec 1997
15488,Himitsu - H na Naishobanashi,6.06,Manga (1 vols),Dec 2002 - Dec 2002
15489,Undertrain,6.06,One-shot (? vols),-
15490,Gringo 2061,6.06,Manga (? vols),Mar 2013 - Nov 2013
15491,Drump,6.06,One-shot (? vols),Nov 2013 - Nov 2013
15492,Liar Kiss,6.06,One-shot (? vols),Nov 2013 - Nov 2013
15493,Look at Me,6.06,One-shot (? vols),Jan 2014 - Jan 2014
15494,Yoshihime to Ushio,6.06,One-shot (? vols),Jun 2014 - Jun 2014
15495,Babel no Toshokan,6.06,Manga (1 vols),Mar 2012 - Sep 2013
15496,Junshoku Madara Nikki,6.06,Manga (? vols),Jun 2012 - Oct 2012
15497,Shiori no Nikki,6.06,Manga (3 vols),Feb 2019 - Dec 2020
15498,Kami Skill "Kokyuu" Suru dake de Level Up Suru Boku wa, Kamigami no Dungeon e Idomu.,6.06,Manga (? vols),Dec 2019 -
15499,Seikimatsu Occult Gakuin,6.06,Manga (1 vols),2010 - 2011
15500,Akutou II,6.06,Manga (1 vols),1992 - 1992
15501,Ainaki Kekkon,6.06,Manga (1 vols),2004 - 2004
15502,Kachuu no Ou,6.06,One-shot (? vols),2011 - 2011
15503,Narcissus Tomo-chan,6.06,One-shot (? vols),2012 - 2012
15504,Itokoi Chidori,6.05,Manga (2 vols),Apr 2010 - Jul 2011
15505,Ghostrong,6.05,One-shot (? vols),Dec 2011 - Dec 2011
15506,Koisuru Edison,6.05,Manga (3 vols),Feb 2013 - Jul 2013
15507,Mahou de Chocolat,6.05,One-shot (? vols),Apr 2013 - Apr 2013
15508,Tackle Shoujo,6.05,One-shot (? vols),Sep 2013 - Sep 2013
15509,Majo-san to Issho,6.05,One-shot (? vols),Dec 2013 - Dec 2013
15510,Hakanakumo.,6.05,One-shot (? vols),Apr 2012 - Apr 2012
15511,JC no Life!,6.05,Manga (2 vols),May 2014 - Jun 2017
15512,Fushigi no Kuni no Miyuki-chan,6.05,Manga (1 vols),Mar 1993 - Jun 1995
15513,White Day,6.05,Manhwa (? vols),-
15514,Full Drive,6.05,Manga (3 vols),Oct 2017 - Feb 2018
15515,Ziga,6.05,Manga (2 vols),Mar 2018 - Jun 2018
15516,Densetsu no Buki wa Omokute Motenai.,6.05,Manga (? vols),Aug 2017 - Sep 2017
15517,Anata no Danna Uwaki shitemasu yo,6.04,Manga (3 vols),Apr 2017 - Jan 2019
15518,Toutetsu,6.04,One-shot (? vols),Aug 2007 - Aug 2007
15519,Zettai Fukujuu Game,6.04,Manga (1 vols),Aug 2013 - Feb 2014
15520,Yugawara-kun wa Ooyamada Danshi Koukou de Moteru Houhou wo Kangaeteita ga,6.04,Manga (3 vols),Aug 2014 - Jul 2015
15521,Aibu de Jirashite,6.04,Manga (1 vols),Jan 2009 - Jan 2012
15522,Necossas: Six,6.04,Manga (1 vols),2003 - 2003
15523,Kozukuri no Houhou Ooshieshimasu.,6.04,One-shot (? vols),Oct 2012 - Oct 2012
15524,Hatsukoi Lovers,6.04,One-shot (? vols),Jul 2012 - Jul 2012
15525,Hagure Idol Jigoku-hen Gaiden: Princess Sarah,6.04,Manga (1 vols),Apr 2015 - Dec 2015
15526,Nishino: Gakunai Caste Saikai ni shite Inou Sekai Saikyou no Shounen,6.04,Manga (3 vols),Mar 2019 - May 2020
15527,Isekai Saikyou no Daimaou, Tenseishi Boukensha ni Naru,6.04,Manga (? vols),Oct 2020 -
15528,Burn-Up: Excess & W,6.04,Manga (1 vols),1996 -
15529,Shoujo Tsubaki,6.04,Manga (1 vols),Sep 1984 - Sep 1984
15530,Guzu na Onna bakari ja Nai ze,6.04,Manga (1 vols),1996 - 1997
15531,God's in His Heaven,6.04,One-shot (? vols),-
15532,Two Smiling Faces,6.04,One-shot (? vols),2005 - 2005
15533,Hirahira-kun Seishun Jingi,6.04,Manga (1 vols),Apr 1975 - Mar 1976
15534,MÄR Omega,6.03,Manga (4 vols),Sep 2006 - Jun 2007
