Rank,Title,Score,Chapters/Volumes,Published
-,Kanojo-tachi wa Abakareta,N/A,Manga (1 vols),Apr 2015 - May 2016
-,Honeypot,N/A,Manga (1 vols),Feb 2015 - Dec 2015
-,Akasaretai Hito,N/A,Manga (1 vols),Jan 2014 - Nov 2015
-,Tadashii Majutsu no Asobikata: Billiards-hen,N/A,Doujinshi (1 vols),May 2016 - May 2016
-,Used to Be a Child,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,Oyatsu no Jikan,N/A,Manga (1 vols),Jun 2013 - Oct 2015
-,Torokeru Otome,N/A,Manga (1 vols),Dec 2013 - May 2016
-,MM Materials,N/A,Manga (1 vols),Dec 2015 - May 2016
-,White List,N/A,Manga (1 vols),Aug 2013 - Sep 2015
-,Black List,N/A,Manga (1 vols),Jan 2014 - Jan 2016
-,Kobetsu Ecchi Shidoujuku,N/A,Manga (1 vols),Jul 2012 - Jun 2016
-,Miko-teki Renai no Susume,N/A,Manga (1 vols),Jul 2015 - Apr 2016
-,Houkago Milk Latte,N/A,Doujinshi (1 vols),Aug 2016 - Aug 2016
-,Netsuai,N/A,Manga (1 vols),Aug 2013 - Feb 2016
-,Jimiko Catalog,N/A,Doujinshi (3 vols),May 2015 - Dec 2016
-,Shimaware Otome,N/A,Doujinshi (1 vols),Dec 2013 - Dec 2013
-,Vocation,N/A,Manga (1 vols),Jun 2012 - Oct 2015
-,Momo,N/A,Manga (1 vols),Oct 2013 - Jan 2014
-,Chiisana Kimi dakara...,N/A,One-shot (? vols),Jun 2016 - Jun 2016
-,Sugoi Hitozuma,N/A,Doujinshi (1 vols),Dec 2015 - Dec 2015
-,Karasu to Kuma, Soshite Sakana.,N/A,Manga (1 vols),Feb 2015 - Nov 2016
-,Lovely Play,N/A,Manga (1 vols),Mar 2017 - Aug 2017
-,Mimi no Nagai Ane no Hou.,N/A,Doujinshi (1 vols),Aug 2010 - Aug 2010
-,Igarashi Yuzuha Choukyou Nisshi,N/A,Doujinshi (? vols),Dec 2014 - Dec 2014
-,JK Yome Sakura,N/A,Doujinshi (? vols),Dec 2015 -
-,Elf Oujo ni Niramare nagara, Ore no Orc-bou de Haramasex!,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Ieyasu, Koi no Jin! Tsubaki-hime to Tsukiyama-dono to Onna Joushu Okocha,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Kuchidome no Gohoubi wa Dansou Otome to Ichaero desu!,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Bitch na Ano Ko no Iutoori!,N/A,Manga (? vols),Jun 2015 -
-,Furyou Kareshi no Renai Jouken,N/A,Manga (1 vols),Apr 2014 - Oct 2014
-,Konna Karada ni Dare ga Shita,N/A,Manga (1 vols),Jun 2014 - Oct 2015
-,Sono Koi, Seiritsu Naru ka,N/A,Manga (1 vols),Apr 2016 - Jun 2017
-,Kawaii Hana ni wa,,N/A,Manga (1 vols),Sep 2012 - Jan 2014
-,Kawaikute Shikatanai,N/A,Manga (1 vols),Mar 2010 - May 2011
-,Zenbu Marugoto Omae ga Warui,N/A,Manga (1 vols),May 2015 - Dec 2015
-,Minna Haramase♪ Joshikou Shuugakuryokou,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Tsukaretemasen Tsukaretemasu!,N/A,Manga (1 vols),Jun 2016 - Apr 2017
-,Tensei Kizoku no Ganbarisuginai Harem Life: Sekkaku Atotsugi de wa Nai Kizoku no Rokudan ni Tensei shita n dakara Nonbiri Isekai Slow Life wo Okurou!,N/A,Light Novel (? vols),Sep 2017 -
-,Isekai no Wakakoushaku-sama to Amayakashi Jouzu na Sannin no Ane Maid!,N/A,Light Novel (? vols),Sep 2017 -
-,Bitchhikers,N/A,One-shot (? vols),May 2016 - May 2016
-,Next Door Honey,N/A,Manga (1 vols),Dec 2007 - Dec 2009
-,Iinchou wa Supponpon,N/A,Doujinshi (1 vols),Aug 2017 - Aug 2017
-,Juukan Kyoushitsu,N/A,Manga (1 vols),Jul 2015 - Jul 2016
-,Hajirai Toilet,N/A,Manga (1 vols),Sep 2011 - Feb 2014
-,Classmate no Majime Iinchou wa Kakure Kuro Gal,N/A,Doujinshi (1 vols),Feb 2017 - Feb 2017
-,JS Kouminkan,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,Nakai-kun-tachi no Himegoto,N/A,Manga (1 vols),Oct 2016 - Nov 2017
-,Mahou Shoujo Angel Lips,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Branford Klose: Akuryou Taiji wa Yuuryou nite,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Imouto Summer Days Bangai-hen: Himitsu no Yuuenchi Nikki,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Premium Lingerie Trap,N/A,One-shot (? vols),May 2016 - May 2016
-,Honjitsu no Nikudorei Choukyou,N/A,Doujinshi (1 vols),Dec 2007 - Dec 2007
-,Iinchou ga Anna Koto ya Konna Koto wo Shiteiru no wo Minna wa Shiranai,N/A,Doujinshi (1 vols),Dec 2009 - Dec 2009
-,Uchuu Kaizoku Yurika & Kyouko,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Sengoku Senki: Fuurin Kazan,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Isekai Majutsushi no Harem Kaitakuki,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Kotora to Ookami,N/A,One-shot (? vols),Jun 2016 - Jun 2016
-,Dekiai Itokon!,N/A,Manga (3 vols),Jul 2011 - Jan 2014
-,Saimin Gakuen 3-nensei,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Inran de Seijun,N/A,Manga (1 vols),Jun 2013 - Jun 2015
-,Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu...,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Animator, Iede Shoujo wo Hirou.,N/A,Manga (1 vols),Oct 2012 - Mar 2013
-,Ketsuekigatabetsu Ecchi no Setsumeisho,N/A,Doujinshi (2 vols),Dec 2016 - Dec 2016
-,Senpai Dakkan,N/A,Doujinshi (3 vols),Feb 2015 - May 2016
-,Baku Ane!! Otouto Ippai Shibocchau zo!,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Oujo & Onna Kishi W Do Gehin Roshutsu: Chijoku no Misemono Dorei,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Atashi no Senpai,N/A,Manga (1 vols),Aug 2017 - Sep 2018
-,Aikyou no Aru Imouto,N/A,Doujinshi (1 vols),Apr 2007 - Apr 2007
-,Chuuken Boukensha to Toshi no Sa Party no Goku Shiawase na Harem,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Okasare Jouzu no Kawai-san,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Himitsu Club,N/A,One-shot (? vols),May 2006 - May 2006
-,Heroine Mama,N/A,One-shot (? vols),Jul 2009 - Jul 2009
-,Sorosoro, Sayonara.,N/A,Manga (1 vols),Jan 2016 - Jul 2016
-,Elite Ω wa Yoru ni Oborete,N/A,Manga (4 vols),Jul 2017 - Nov 2019
-,Bokura no Koi wo Kimi wa Shiranai,N/A,Manga (1 vols),Aug 2015 - Jan 2016
-,Ura no Oshigoto,N/A,Doujinshi (1 vols),Apr 2008 - Apr 2008
-,Zatsuon,N/A,Manga (1 vols),Dec 2015 - Dec 2016
-,Tomodachi wo Kudoku Houhou,N/A,Manga (1 vols),Aug 2014 - Mar 2015
-,Koibito wo Kudoku Houhou,N/A,Manga (1 vols),Mar 2016 - Jul 2016
-,Osananajimi ga Boku no Chin○ Neratteru.,N/A,Doujinshi (1 vols),Aug 2016 - Aug 2016
-,Kentauros wa Hitori ja Dekinai,N/A,Manga (1 vols),Jul 2015 - Nov 2016
-,Angelical Pendulum Gaiden: Tenshi Maid to Gogo no Ocha wo,N/A,One-shot (? vols),Apr 2006 - Apr 2006
-,Electro Wizard,N/A,One-shot (? vols),Jan 2006 - Jan 2006
-,Futsuu no Kankei,N/A,One-shot (? vols),Aug 2015 - Aug 2015
-,Red x F x Hood,N/A,One-shot (? vols),Oct 2015 - Oct 2015
-,Houkago Hoken Taiiku,N/A,One-shot (? vols),Aug 2015 - Aug 2015
-,Okashi no Ie,N/A,One-shot (? vols),Jun 2017 - Jun 2017
-,Shinmai Heishi kara Kinpatsu Do S Onna Joukan no Omocha ni Rank Up,N/A,Light Novel (1 vols),Dec 2017 - Dec 2017
-,Ponpon Attamete,N/A,Doujinshi (1 vols),Nov 2014 - Nov 2014
-,Taikou Re:Shiden,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Shokei-hime Liselotte,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Mamono Friends: Ougon Ryuu, Kraken, Unicorn, Kobold, Basilicock,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Scandal,N/A,Manga (1 vols),Jan 2014 - Nov 2015
-,Kamisama no Omiki,N/A,Doujinshi (1 vols),Aug 2012 - Aug 2012
-,Elf tte Iu no wa!,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,Oneesan ni Katemasen,N/A,Doujinshi (2 vols),Dec 2013 - Aug 2014
-,Non-Human Life,N/A,Manga (1 vols),Nov 2013 - Nov 2016
-,Prize A Sex,N/A,Doujinshi (1 vols),Aug 2008 - Aug 2008
-,Gokeiyaku Douzo!,N/A,One-shot (? vols),Apr 2017 - Apr 2017
-,Monster Musume ga Tsudou Ishuzoku Gakuen e Youkoso!,N/A,Manga (1 vols),Dec 2014 - May 2015
-,Orc no Tame no Onna Kishi Taisaku Manual,N/A,Manga (1 vols),May 2015 - Jun 2015
-,Kimagure na Jaguar,N/A,Manga (4 vols),Jan 2016 - Nov 2020
-,Oyoganai Futari,N/A,Doujinshi (1 vols),Aug 2017 - Aug 2017
-,Shio-chan wa Itsumodoori,N/A,Doujinshi (1 vols),May 2016 - May 2016
-,Zettai Junshu☆Nyu~ Kozukuri World,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Itoko Ane no Sekirara na Himitsu,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Kunoichi Ayame,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Shiritsu Tantei Mahina,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Hajirai no Puffy Nipple,N/A,Manga (1 vols),Mar 2014 - Aug 2016
-,Watashi, Kimi yori Daibu Toshiue yo?,N/A,Manga (1 vols),Nov 2015 - Dec 2016
-,Seifuku Otome Sou,N/A,Manga (1 vols),Feb 2015 - Oct 2015
-,Prime Time,N/A,Doujinshi (1 vols),Jun 2017 - Jun 2017
-,Muryou Chikentai Sujika Honkaku Kadou,N/A,Doujinshi (1 vols),Aug 2017 - Aug 2017
-,Toshishita Danshi wa Mate ga Dekinai,N/A,Manga (1 vols),Apr 2011 - Jun 2011
-,Kyonyuu Kazoku Saimin,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Zashiki Warashi ga Deteiku Sou desu,N/A,Manga (1 vols),Jun 2017 - Oct 2018
-,Imouto Nikki,N/A,Doujinshi (1 vols),Aug 2012 - Aug 2012
-,Oni to Wakamomo,N/A,Doujinshi (2 vols),Aug 2017 - Aug 2018
-,Awa ni mo Narenai Koi naraba,N/A,Manga (1 vols),Sep 2015 - Dec 2016
-,Kuruizuma,N/A,Manga (1 vols),Oct 2016 - Mar 2017
-,Hamekoi.,N/A,Manga (1 vols),Oct 2016 - Jun 2017
-,Hajimete wa Midara na Kimi no Karada de,N/A,Manga (1 vols),Aug 2016 - May 2017
-,Ippai Itte ne♪ Yuusha-sama,N/A,Manga (1 vols),May 2016 - Sep 2018
-,Dareka no Tsuma to,N/A,Manga (1 vols),Nov 2016 - May 2017
-,Iyarashi Hazukashi.,N/A,Manga (1 vols),Dec 2015 - May 2017
-,Tanetsuke Saretai Onna-tachi,N/A,Manga (1 vols),Apr 2016 - Apr 2017
-,Hatsujou Musume wa Bousouchuu.,N/A,Manga (1 vols),Feb 2016 - Apr 2017
-,Hebereke,N/A,Manga (1 vols),Oct 2005 - Jan 2007
-,Mankai Kanojo,N/A,Manga (1 vols),Jul 2006 - Aug 2015
-,Crystal Days,N/A,Manga (4 vols),Sep 2014 - Oct 2016
-,Boku no Kioku wa Kimi no Naka,N/A,Manga (2 vols),Jun 2015 - Aug 2016
-,Tawawa Koboreru.,N/A,Manga (1 vols),Jan 2016 - Aug 2016
-,Iyasare Pai ni Tsutsumarete,N/A,Manga (1 vols),Nov 2015 - Dec 2016
-,Kurofune Raishuu Girl!,N/A,Manga (1 vols),Dec 2015 - Jul 2016
-,Atsumu-jima no Megami-sama,N/A,Manga (1 vols),Oct 2015 - Apr 2016
-,Sanchoku♥Hounyuu Musume,N/A,Manga (1 vols),Nov 2015 - Nov 2016
-,Hoshigari Oneesan,N/A,Manga (1 vols),Feb 2016 - Sep 2016
-,Kareshi nante Iranai kedo Ecchi ga Shitai!,N/A,Manga (1 vols),Feb 2014 - Sep 2014
-,Idol no Tamago wa Benkyouchuu,N/A,Manga (1 vols),Nov 2014 - Jul 2015
-,Girigiri Junai Hakusho (Kari),N/A,Manga (1 vols),Jul 2014 - Sep 2015
-,Nisekon!,N/A,Manga (2 vols),May 2014 - Oct 2015
-,Hoshigari Kanojo,N/A,Manga (1 vols),Jun 2014 - Sep 2016
-,Zettai Fukujuu Saimin App: Akogare no Senpai wa Boku no Ayatsuri Ningyou,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Rinjin ni Kowasareteiku Ore no Tsuma,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Oneesan no Junai Karte,N/A,Manga (1 vols),May 2015 - Dec 2015
-,Do S na Sparta Kyonyuu Onna Kyoushi wo Kyokon de Do M na Haramase Onaho ni Shita Gakuen Seikatsu Nisshi,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Motoyuusha wa Loli Elf Mura wo Harem ni Dekimashita!,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Kiniro Ookami na Imouto to Shinkon Slow Life,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Succubus Stayed Life: Gendai Inma to no Dousei Jijou,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Youchienji no Chicchana Okuchi wa Neratta Emono wo Nogasanai.,N/A,Doujinshi (1 vols),Jan 2014 - Jan 2014
-,Saikyou Cheat Majutsushi no Isekai Harem,N/A,Light Novel (? vols),Nov 2017 -
-,Shaving,N/A,Doujinshi (1 vols),Jun 2015 - Jun 2015
-,Step Wise Step,N/A,Manga (1 vols),Dec 2012 - Mar 2015
-,Nyuuwaku Pororism,N/A,Manga (1 vols),Jul 2015 - Jun 2017
-,Karasu no Negura,N/A,Manga (1 vols),May 2015 - Sep 2017
-,Kodoku na Bitch: Sekai Fuuzoku no Monster Musume to Elf to Maouae,N/A,Light Novel (? vols),Dec 2017 -
-,Elf no Mahou Kenshi ni Tensei shita Ore no Musou Harem Route,N/A,Light Novel (? vols),Nov 2017 -
-,Onna Kishi Rael to Suzuiro no Mori no Kiba,N/A,Doujinshi (1 vols),Dec 2015 - Dec 2015
-,Kimusume.,N/A,Manga (1 vols),May 2015 - Nov 2015
-,Higouhou JS Cafe,N/A,Doujinshi (1 vols),Aug 2015 - Aug 2015
-,Bitch Gal Pakohamex,N/A,Doujinshi (1 vols),Aug 2017 - Aug 2017
-,Switch,N/A,Doujinshi (1 vols),Dec 2004 - Dec 2004
-,Mirai ni Nani ga Attemo,N/A,Doujinshi (1 vols),Aug 2015 - Aug 2015
-,Ohimesama,N/A,One-shot (? vols),Oct 2017 - Oct 2017
-,Sensei,,N/A,Manga (? vols),Oct 2016 - Jun 2017
-,Video Syndrome,N/A,One-shot (? vols),Sep 2017 - Sep 2017
-,Girl♥Next♥Door☆,N/A,One-shot (? vols),Sep 2017 - Sep 2017
-,Atari Dokoro,N/A,One-shot (? vols),Sep 2017 - Sep 2017
-,Momoiro Oppai,N/A,One-shot (? vols),Mar 2014 - Mar 2014
-,Ooyasan no Ie no Itoko-san,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Kyou kara Rival!,N/A,One-shot (? vols),Apr 2017 - Apr 2017
-,Rose of Vampire,N/A,Doujinshi (3 vols),Nov 2014 - Dec 2016
-,Spiritual Lunch,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,Kurokamidara,N/A,Manga (1 vols),Oct 2012 - Jul 2017
-,Oneechan ni wo Makase!,N/A,One-shot (? vols),Jun 2016 - Jun 2016
-,Getsuei,N/A,Manga (1 vols),Dec 2009 - Feb 2014
-,Ore no Yome ni Kareshi wa Hairimasu ka?,N/A,Manga (1 vols),Apr 2015 - Nov 2015
-,Koi to Sei to Mahou no Sayou,N/A,Manga (1 vols),Jun 2016 - Jul 2017
-,Stanley Hawk no Jikenbo: Persona,N/A,Manga (1 vols),Mar 2008 - Jun 2009
-,Hadairo no Aijou Hyougen,N/A,Manga (1 vols),Jun 2012 - Jun 2013
-,Funnyuu!: Milk Sisters,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Maid Angel Asuka,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Mermaid Knight Remy,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Osananajimi to Knee Socks Dokidoki Hatsu Taiken,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Kokyou no Kisai,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Diabolos na Kimi,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Oide yo! Mizuryuu Kei Land: Kazoku to Sukebe na Theme Park,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Moshimo Rinjin wo Gohoushi Maid ni Suru Koto ga Dekita nara,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Tensei Cheat Maou no Dorei Harem,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Motoyan Hitozuma wo Pakotte Honenuki Ana Yome-ka,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Bakunyuu Onsen: Inran Okami Etsuraku no Yu-hen,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Seiso de Bitch na Hitozuma wa, Jitsu wa Succubus deshita: Onegai desu, Otto ni wa Iwanaide,N/A,Light Novel (1 vols),Nov 2017 - Nov 2017
-,Yurikaze no Kaoru Shima: Yuka-sensei to Miko Shoujo,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Onnanoko no Mayu,N/A,Doujinshi (2 vols),Aug 2016 - Aug 2017
-,Sexual Urge!,N/A,One-shot (? vols),Dec 2015 - Dec 2015
-,Oshikari☆Hoshigari,N/A,One-shot (? vols),Apr 2016 - Apr 2016
-,Gesu dake shika Inai Machi,N/A,Manga (1 vols),May 2016 - Jun 2017
-,Zettai Joshi Shudou!: Girls Initiative,N/A,Manga (1 vols),Aug 2014 - Jul 2017
-,Pako Rush!,N/A,Manga (1 vols),May 2012 - Jul 2017
-,Yasashii Sekai,N/A,Manga (1 vols),Oct 2009 - Mar 2017
-,Marshmallow Days,N/A,Manga (1 vols),May 2015 - Jan 2017
-,Kasane Apocalypse!,N/A,Manga (1 vols),Jul 2009 - Jul 2017
-,Sei Yurigaoka Jogakuen Seidokai,N/A,Manga (1 vols),Jan 2016 - Apr 2017
-,Oretoku Shuugaku Ryokou,N/A,Manga (? vols),Feb 2015 -
-,Ane wa Hajimete Imouto ni Ienai Koto wo Shita,N/A,Manga (1 vols),Aug 2013 - May 2014
-,Momoiro Gate,N/A,Manga (1 vols),Jul 2014 - May 2015
-,Orc Musume wa Ikemen ga Osuki♡,N/A,One-shot (? vols),Nov 2016 - Nov 2016
-,Nikuana Kugai,N/A,Manga (1 vols),Aug 2015 - Dec 2016
-,Mou, Yametee!: Junan no Shoujo-tachi,N/A,Manga (1 vols),Feb 2014 - Oct 2015
-,Houkago wa Mesu no Kao,N/A,Manga (1 vols),Feb 2013 - Nov 2016
-,Futari no Himitsu,N/A,Manga (1 vols),Nov 2013 - Apr 2017
-,Futanari♥Sekurosu!!,N/A,Manga (4 vols),Feb 2016 - Mar 2017
-,Ishukan Orgasm,N/A,Manga (1 vols),Nov 2015 - Aug 2017
-,Yawaniku Shoujo Love Porno,N/A,Manga (1 vols),Apr 2015 - Dec 2016
-,Suki ni Tsukatte Ii yo,N/A,Manga (1 vols),Jan 2015 - May 2017
-,Kimochi Ii no ga Suki nan desu♡,N/A,Manga (1 vols),Jul 2016 - Aug 2017
-,Taneuma no Yakata,N/A,Manga (1 vols),Jan 2016 - May 2017
-,Hakudaku no Sono,N/A,Manga (1 vols),May 2015 - Dec 2016
-,Heisei JC in Meiji Yobai-mura,N/A,Manga (1 vols),May 2012 - Jul 2017
-,Reincarnation: Ubawareta Shoujo no Karada,N/A,Manga (1 vols),Sep 2015 - May 2017
-,Shittori Lady to Amai Mitsu,N/A,Manga (1 vols),Jun 2010 - Jun 2013
-,Back Door Business,N/A,Manga (1 vols),Feb 2014 - Oct 2014
-,Yuzu-nee to Boku,N/A,One-shot (? vols),Feb 2010 - Feb 2010
-,Oishii Sanshimai,N/A,Manga (3 vols),Jul 2012 - Jul 2014
-,Fukakuteisei Sex Friend,N/A,Manga (? vols),Sep 2016 -
-,Pen to Kanojo to Amai Wana,N/A,Manga (2 vols),May 2017 - Mar 2018
-,Summer Night Boys,N/A,One-shot (? vols),Jul 2017 - Jul 2017
-,Kare ga Megane wo Hazusu Toki,N/A,Manga (1 vols),Feb 2011 - Sep 2015
-,Houkago no Futari,N/A,One-shot (? vols),Sep 2009 - Sep 2009
-,Duel,N/A,One-shot (? vols),Sep 2005 - Sep 2005
-,Mitsu no Sono,N/A,One-shot (? vols),Sep 2006 - Sep 2006
-,Itsumo Anata no Koto Bakari,N/A,Manga (1 vols),Sep 2014 - Apr 2015
-,Yebisu Celebrities: Kuge x Masunaga Ver.,N/A,Manga (1 vols),Mar 2013 - Jun 2013
-,Ayamachi Endless,N/A,Manga (1 vols),May 2013 - Mar 2017
-,Mayonaka no Orphée,N/A,Manga (1 vols),Aug 2015 - Aug 2016
-,Zoku in the Apartment,N/A,Manga (1 vols),Sep 2015 - Nov 2016
-,Wolf Boy: Cherry Boy,N/A,One-shot (? vols),Dec 2016 - Dec 2016
-,Nishuume no Koi,N/A,Manga (1 vols),Jun 2016 - Dec 2016
-,Part-Time Manaka-san,N/A,Manga (2 vols),Mar 2015 - Sep 2016
-,Mata Kimi ni Koi wo Suru,N/A,Manga (1 vols),Sep 2013 - Nov 2015
-,Training Dog,N/A,Manga (1 vols),Dec 2007 - Dec 2011
-,Kyonyuu Yuutousei: Do M no Inran Mesubuta ni Daihenshin!,N/A,Manga (1 vols),Aug 2013 - Dec 2015
-,Nanimo Iuna,N/A,Manga (1 vols),Apr 2015 - Jan 2017
-,Nigai no Theme,N/A,Manga (1 vols),Oct 2016 - Jun 2017
-,Tsunagare Kamarete Koi wo Suru,N/A,Manga (1 vols),Sep 2015 - Feb 2016
-,Ore no Kirai na Tsugai-sama,N/A,Manga (1 vols),Dec 2014 - Apr 2016
-,Shokushu Kantsuu ni Mimodaeru Heroine-tachi,N/A,Manga (1 vols),Jan 2016 - Jul 2016
-,Love Suton,N/A,Manga (1 vols),Jan 2015 - Jul 2015
-,Iwakutsuki! Miyako-sou,N/A,Manga (1 vols),Apr 2007 - Dec 2010
-,Juusha no Heki,N/A,Manga (1 vols),Jul 2016 - Dec 2016
-,Ojisan to Issho♡,N/A,Manga (1 vols),Oct 2015 - May 2017
-,Kanojo wa Chakui de Toroketai,N/A,Manga (1 vols),Nov 2016 - Sep 2017
-,Kisama to Ore,N/A,Manga (1 vols),Oct 2011 - Apr 2013
-,Yawachichi Festival,N/A,Manga (1 vols),Feb 2017 - Oct 2017
-,Himitsu no Bus Tour: Boku no Bus Guide Nisshi,N/A,Manga (1 vols),Mar 2011 - Aug 2011
-,Ore no Gikei ga UFO Yobou to Shiteru n desu kedo,N/A,Manga (1 vols),Jun 2016 - Jan 2017
-,Nijiiro no Kimi ga Suki,N/A,Manga (1 vols),Jan 2017 - Sep 2017
-,Hello Baby!,N/A,Manga (1 vols),Mar 2017 - Nov 2017
-,Men's Love dj - Hot Milk,N/A,Doujinshi (1 vols),Dec 2009 - Dec 2009
-,Zecchou Love x Voice,N/A,Manga (1 vols),Apr 2007 - Jan 2016
-,Ore wo Mamoru to Chikatte yo,N/A,Manga (1 vols),Feb 2017 - Jul 2017
-,Shounen x Shoujo,N/A,Manga (1 vols),Dec 2011 - Nov 2014
-,Ore no Kouhai no Futokoro ga Fukasugite Kowai.,N/A,Manga (1 vols),Sep 2013 - Sep 2014
-,Oyatsu no Jikan,N/A,Manga (1 vols),Jan 2015 - Oct 2017
-,Himitsu wa Kiss de Abakareru,N/A,Manga (5 vols),Aug 2015 - Dec 2018
-,Katei no Jijou de Osowaretemasu,N/A,Manga (1 vols),Jul 2015 - Apr 2016
-,Sono Suki no Yukue,N/A,Manga (1 vols),May 2015 - May 2016
-,Mesukousei,N/A,Manga (1 vols),Oct 2015 - Mar 2017
-,Kimi no Naka ni,N/A,One-shot (? vols),Apr 2016 - Apr 2016
-,Houkago no Sasayaki,N/A,Manga (1 vols),Oct 2015 - Mar 2017
-,Zenra de Kounai wo Urouro!!,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,K-sensei no Furachi na Junai,N/A,Manga (1 vols),Dec 2013 - Jun 2014
-,K-sensei no Himitsu no Netsujou,N/A,Manga (1 vols),Sep 2015 - Sep 2016
-,Itsumo Ouji-sama ga,N/A,Manga (1 vols),Jan 2013 - Sep 2013
-,Sakashita-sensei no Henai Shidou,N/A,Manga (1 vols),Dec 2016 - Feb 2017
-,Shoutotsu! ★★ Sakusen,N/A,Manga (2 vols),Oct 2015 - Aug 2016
-,Namae no Nai Kankei,N/A,One-shot (? vols),Dec 2017 - Dec 2017
-,Shishunki no Zawazawa,N/A,Manga (1 vols),May 2008 - Apr 2017
-,Kageri ni Komorebi, Sorekara Midori,N/A,Manga (1 vols),Dec 2014 - Aug 2015
-,Bokura wa Minna Uso Bakari,N/A,Manga (1 vols),Jul 2015 - Jul 2016
-,Chizuka-san ni Tsutaete,N/A,Manga (1 vols),Jan 2010 - Jun 2010
-,Motto Nee Motto,N/A,Manga (1 vols),Apr 2013 - Apr 2017
-,Anethurium,N/A,Manga (1 vols),Feb 2014 - Oct 2017
-,Karada Counselor,N/A,Manga (1 vols),May 2014 - Aug 2017
-,Koakuma wa Shoudoubutsu,N/A,Manga (1 vols),Jun 2015 - Jun 2018
-,Watashitachi no Seiai Hakusho,N/A,Manga (1 vols),Dec 2015 - Mar 2017
-,Otoko no Ko Sex Life♡,N/A,Manga (1 vols),Dec 2014 - Aug 2017
-,Koukotsu no Kishi: Elfina,N/A,Doujinshi (4 vols),Dec 2017 - Aug 2019
-,Elf-san wa Ijiwaru.,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,Elf Mura de Mainichi Nakadashi Botebara Sex,N/A,Doujinshi (1 vols),Aug 2017 - Aug 2017
-,Isekai Enjokousai: JC Elf no Shukudai wa Chitsunai Shasei to Anal Nakadashi tte Hontou desu ka?,N/A,Doujinshi (1 vols),Aug 2017 - Aug 2017
-,Watashi no Orc-san,N/A,Doujinshi (1 vols),Aug 2015 - Aug 2015
-,Elf Shimai to Orc-san,N/A,Doujinshi (1 vols),Apr 2017 - Apr 2017
-,Maid-san to no Seikatsu,N/A,Doujinshi (1 vols),Aug 2016 - Aug 2016
