Rank,Title,Score,Chapters/Volumes,Published
14840,Shiori wo Sagasu Page-tachi,6.29,Manga (2 vols),Sep 2017 - Jul 2018
14841,Alicia-san no Diet Quest,6.29,Manga (3 vols),Aug 2017 - Jan 2018
14842,Hot,6.29,One-shot (? vols),Aug 2018 - Aug 2018
14843,Ore dake Haireru Kakushi Dungeon: Kossori Kitaete Sekai Saikyou,6.29,Manga (? vols),May 2018 -
14844,Toumei na Usui Mizuiro ni,6.29,Manga (1 vols),Oct 2017 - Dec 2017
14845,Land Lock,6.29,Manga (6 vols),Aug 2018 - Jun 2019
14846,Last Round Arthurs,6.29,Manga (2 vols),Jan 2019 - May 2020
14847,Shikkokutsukai no Saikyou Yuusha: Nakama Zenin ni Uragirareta node Saikyou no Mamono to Kumimasu,6.29,Manga (? vols),Mar 2019 -
14848,Risou no Musume nara Sekai Saikyou demo Kawaigatte Kuremasu ka?,6.29,Manga (? vols),Mar 2019 -
14849,Akuyaku Reijou ni Narimashita.,6.29,Manga (1 vols),Nov 2019 - Feb 2020
14850,Kamigami no Akuma,6.29,Manga (? vols),Jul 2018 -
14851,Koryuu nara Sude de Taosemasu kedo, Kore tte Joushiki ja Nai n desu ka?,6.29,Manga (? vols),Jun 2019 -
14852,Kasshoku Henshuu-san to Shota Mangaka,6.29,Manga (3 vols),Feb 2020 - Oct 2021
14853,Enzai de Shokei sareta Koushaku Reijou wa Konse dewa Mofugami-sama to Odayaka ni Sugoshitai,6.29,Manga (? vols),Mar 2020 -
14854,Isekai ni Kita Boku wa Kiyoubinbou de Subayasa Dayori na Tabi wo Suru,6.29,Manga (? vols),Dec 2019 -
14855,6-sai no Kenja wa Hikage no Michi wo Ayumitai,6.29,Manga (? vols),Jan 2020 -
14856,Baby Cinnamon,6.29,One-shot (? vols),-
14857,Anata wo Wasuretai,6.29,Manga (1 vols),2008 - 2008
14858,Fuyu no Roman Minshuku,6.29,One-shot (? vols),2005 - 2005
14859,Rude 39,6.29,Manga (1 vols),1999 - 1999
14860,Moekoi,6.29,Manga (1 vols),Nov 2012 - Feb 2013
14861,Amnesia Later,6.29,Manga (1 vols),Mar 2013 - Mar 2013
14862,Necro;Chronicle,6.29,Manga (2 vols),May 2013 - Jan 2015
14863,Zutto Miteita Mono desu kara,6.29,One-shot (? vols),Apr 2013 - Apr 2013
14864,Shoujo Ningyou,6.29,Manga (1 vols),1999 -
14865,Nazca,6.29,Manga (2 vols),1997 - 1999
14866,Banana Bread no Pudding,6.29,Manga (1 vols),Nov 1977 - Mar 1978
14867,Ai ja Tarinai?,6.29,Manga (1 vols),2008 - 2008
14868,Ai: Hikari to Mizu no Daphne,6.28,Manga (1 vols),Jul 2004 - Jul 2004
14869,Hitomi: The Vision of Escaflowne,6.28,Manga (2 vols),Apr 1996 - Jan 2007
14870,The Story of the Gatekeeper,6.28,Manhwa (? vols),-
14871,Gekkou Denchi Shiki Ningyou Gekijou,6.28,Doujinshi (1 vols),Aug 2004 - Aug 2004
14872,Kaiki Romanesque Gekiga: Skull Man,6.28,Manga (1 vols),Jan 1970 - Jan 1970
14873,Ringo,6.28,Manga (3 vols),Mar 1997 - 1998
14874,Tsuttsukumon!,6.28,One-shot (? vols),2007 - 2007
14875,UFO Robo Grendizer,6.28,Manga (1 vols),Oct 1975 - May 1976
14876,Yoake Shiro,6.28,Manga (1 vols),Sep 1959 - Mar 1961
14877,Trouble in the Classroom,6.28,One-shot (? vols),-
14878,Dennou Coil,6.28,Manga (1 vols),Nov 2007 - Nov 2007
14879,Sparkle x Sparkle,6.28,Manhwa (3 vols),Sep 2008 - Oct 2009
14880,Kuchibiru Kudasai,6.28,One-shot (? vols),Nov 2010 - Nov 2010
14881,Re:Mahou Shoujo,6.28,Manga (3 vols),Apr 2013 - Sep 2015
14882,Nioi.,6.28,One-shot (? vols),Dec 2012 - Dec 2012
14883,Sweet Spot,6.28,One-shot (? vols),Oct 2013 - Oct 2013
14884,Koi no Kotoba,6.28,Manga (1 vols),Jun 2013 - Jun 2014
14885,Sumarin Kanojo-tachi,6.28,Manga (9 vols),Oct 2014 - Feb 2017
14886,Trick or Kiss,6.28,One-shot (? vols),Aug 2015 - Aug 2015
14887,Isekai wo Seigyo Mahou de Kirihirake!,6.28,Manga (4 vols),Mar 2016 - Dec 2019
14888,Kemono no Joou,6.28,Manga (1 vols),Dec 2013 - Dec 2013
14889,Oni Futatsu,6.28,Manga (2 vols),Apr 2017 - May 2018
14890,Urami-san wa Kyou mo Ayaui,6.28,Manga (1 vols),Apr 2017 - Feb 2018
14891,Jisatsu Yuugi,6.28,Doujinshi (1 vols),May 2009 - May 2009
14892,Trans Venus,6.28,Manga (2 vols),Jul 2008 -
14893,My Doll House,6.28,Manga (3 vols),Nov 2008 - May 2012
14894,Megaren: Megane x Koi,6.28,Manga (1 vols),2005 - 2005
14895,Arata no Tsukumogami,6.28,One-shot (? vols),Mar 2010 - Mar 2010
14896,Armitage III,6.28,Manga (2 vols),1995 - 1995
14897,Ookami Shounen,6.28,Manga (1 vols),2004 -
14898,Kamisama☆Permanent,6.28,One-shot (? vols),Aug 2011 - Aug 2011
14899,Kirisuke to Johnny 499-giri,6.28,Manga (1 vols),May 2010 - May 2010
14900,Bloomed in Action,6.28,Manga (1 vols),Sep 2011 - Sep 2011
14901,Corpse Party Cemetery 0: Kaibyaku no Ars Moriendi,6.28,Manga (2 vols),Jun 2012 - Feb 2014
14902,Tokkaten,6.28,Manga (1 vols),Nov 2012 - Nov 2012
14903,Moto Saikyou no Kenshi wa, Isekai Mahou ni Akogareru the Comic,6.28,Manga (? vols),Jan 2018 -
14904,Isekai de Kojiin wo Hiraita kedo, Naze ka Darehitori Sudatou to Shinai Ken,6.28,Manga (? vols),Jun 2018 -
14905,Otome Bare,6.28,Manga (5 vols),Feb 2018 - Jun 2021
14906,Isekai Munchkin: HP1 no Mama de Saikyou Saisoku Dungeon Kouryaku,6.28,Manga (? vols),Feb 2019 -
14907,Koi ka Mahou ka Wakaranai!,6.28,Manga (4 vols),Dec 2020 - Jul 2021
14908,Italia-jin no Onnanoko ga Isourou suru Koto ni Natta,6.28,Manga (3 vols),Dec 2020 - Jan 2022
14909,Futoku no Guild,6.27,Manga (? vols),Jun 2017 -
14910,Maou no Mama ni Naru n da yo!,6.27,Manga (? vols),Dec 2017 -
14911,Taberu dake de Level Up!: Damegami to Issho ni Isekai Musou,6.27,Manga (? vols),Apr 2018 -
14912,Ponkotsundere na Osananajimi,6.27,Manga (? vols),Mar 2016 -
14913,Hagure Seireii no Shinsatsu Kiroku: Seijo Kishidan to Iyashi no Kamiwaza,6.27,Manga (? vols),Dec 2018 -
14914,Oshi no Idol ga Tonari no Heya ni Hikkoshitekita,6.27,Manga (? vols),Jul 2019 -
14915,Douyara Boku no Hanayome wa Onna Kishidan na You de.,6.27,Manga (? vols),Oct 2019 -
14916,Yamada to Sensei,6.27,Manga (2 vols),Dec 2019 - Aug 2020
14917,Bunny♡Café,6.27,One-shot (? vols),Apr 2011 - Apr 2011
14918,Nanako-san-teki na Nichijou Dash!!,6.27,Manga (3 vols),Dec 2011 - Dec 2013
14919,Yahabe,6.27,One-shot (? vols),Aug 2012 - Aug 2012
14920,White Note Pad,6.27,Manga (2 vols),Feb 2015 - Oct 2016
14921,Brain Powerd,6.27,Manga (4 vols),Nov 1997 - Oct 2000
14922,Gate Keepers,6.27,Manga (2 vols),Dec 1999 - Oct 2001
14923,Okusama wa Joshikousei,6.27,Manga (13 vols),Jan 2001 - Mar 2007
14924,Otoko wa Ookami na no yo?,6.27,One-shot (? vols),-
14925,Let's Bible!,6.27,Manga (? vols),Dec 2005 - Jun 2008
14926,Kanojo to Natsu to Boku,6.27,One-shot (? vols),2006 - 2006
14927,Princess Hanaka,6.27,Manga (1 vols),2007 -
14928,Horan,6.27,One-shot (? vols),2007 - 2007
14929,Ai Girl,6.27,Manga (4 vols),2003 -
14930,Whispers Under the Roses,6.27,One-shot (? vols),-
14931,Aratama Tribe,6.27,Manga (1 vols),Jul 2007 - Jul 2007
14932,DoLL,6.27,Manga (2 vols),Jul 2008 - Aug 2009
14933,Hyakka Teien no Higeki,6.27,Manga (1 vols),1984 - 1984
14934,Folk Tail no Tonakai,6.27,One-shot (? vols),2009 - 2009
14935,Itaitashii Love,6.27,Manga (1 vols),1995 - 1995
14936,Oyaju Rider,6.27,One-shot (? vols),2009 - 2009
14937,Grape☆Pine,6.27,Manga (1 vols),2009 - 2009
14938,Sekai Seifuku Sekirara Jogakukan,6.27,Manga (3 vols),Dec 2007 - Nov 2009
14939,Paper Plane Play,6.27,One-shot (? vols),-
14940,Uragiri no Butoukai,6.27,Manga (1 vols),2009 - 2009
14941,Big Order,6.27,Manga (10 vols),Sep 2011 - Aug 2016
14942,Murahagane,6.27,One-shot (? vols),Aug 2011 - Aug 2011
14943,Orlelian no Kishi Hime,6.27,Manga (1 vols),Apr 2009 - Aug 2009
14944,Pierce,6.27,One-shot (? vols),Jan 1998 - Jan 1998
14945,It Vorspiel,6.27,Manga (? vols),Mar 2012 - May 2012
14946,Zankoku na Sankoku,6.27,Manga (1 vols),2008 - 2008
14947,Tomodachi Nanka Iranai,6.27,One-shot (? vols),Nov 2011 - Nov 2011
14948,Boku no Chi de Yokereba,6.27,Manga (2 vols),Jul 2012 - Oct 2014
14949,Harem End,6.27,Manga (1 vols),2012 - 2012
14950,Mutou Black,6.27,Manga (2 vols),May 2013 - Aug 2013
14951,Daikousha Nagi,6.27,Manga (2 vols),Aug 2015 - Apr 2016
14952,1-nengo no Haru,6.27,One-shot (? vols),Apr 2014 - Apr 2014
14953,Seifuku Kekkon,6.27,Manga (1 vols),Jul 2016 - Dec 2016
14954,Mad Chimera World,6.27,Manga (4 vols),Apr 2017 - Jan 2019
14955,Ren-chin Girl,6.27,One-shot (? vols),Aug 2017 - Aug 2017
14956,Appli Trap,6.26,Manga (2 vols),Mar 2015 - Feb 2016
14957,Mushihime,6.26,Manga (3 vols),May 2013 - Jul 2015
14958,Paranoia Cage,6.26,Manga (? vols),Dec 2013 -
14959,Natsu Neiro,6.26,One-shot (? vols),Feb 2013 - Feb 2013
14960,Tokyo Undead,6.26,Manga (2 vols),Jun 2012 - May 2013
14961,Tenohira ni Ai wo!,6.26,Manga (5 vols),Aug 2016 - Oct 2017
14962,Tourin,6.26,One-shot (? vols),2010 - 2010
14963,Seiya, Mayoeru Kohitsuji ni,6.26,One-shot (? vols),Nov 2010 - Nov 2010
14964,Koisuru Sha Girl,6.26,One-shot (? vols),2013 - 2013
14965,Irotoridori no,6.26,One-shot (? vols),Dec 2011 - Dec 2011
14966,Tsugihagi na Kanojo,6.26,Manga (? vols),Feb 2013 - Apr 2013
14967,Kyoukai Meikyuu to Ikai no Majutsushi,6.26,Manga (? vols),Jun 2018 -
14968,Suterare Yuusha wa Kitakuchuu,6.26,Manga (? vols),Oct 2018 -
14969,Monwres: Ishu Kakutou Monster Musume,6.26,Manga (4 vols),Oct 2017 - Oct 2020
14970,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,6.26,Manga (? vols),Apr 2018 -
14971,Mujintou de Elf to Kyoudou Seikatsu @comic,6.26,Manga (? vols),Jan 2019 -
14972,Mitama Security,6.26,Manga (5 vols),Sep 2019 - Aug 2020
14973,Shousetsu Toukou Site wo Riyou shiteitara Class no Heroine ga Dokusha Datta,6.26,Manga (2 vols),Mar 2019 - May 2020
14974,Ore no Tomodachi♂♀ ga Kawaisugite Komaru!,6.26,Manga (? vols),Mar 2019 -
14975,Seisan-shoku wo Kiwamesugitara Densetsu no Buki ga Ore no Yome ni Narimashita,6.26,Manga (? vols),Apr 2020 -
14976,Boku to Boku,6.26,Manga (2 vols),Feb 2012 - Feb 2014
14977,8♀1♂,6.26,Manga (9 vols),Jun 2012 - Jan 2015
14978,Gaku☆Ou: The Twinkle Star Story,6.26,Manga (1 vols),Oct 2012 - Mar 2013
14979,Majo no Koi wa Kindan to Haitoku de Tsukurareru,6.26,Manga (1 vols),-
14980,Magicalize,6.26,Manga (4 vols),Oct 2012 - Nov 2014
14981,Ouji-sama no Kanojo,6.26,Manga (1 vols),Nov 2005 - Apr 2006
14982,Kamakiri Onna,6.26,Manga (1 vols),2003 - 2003
14983,Jamais Vu,6.26,One-shot (? vols),2008 - 2008
14984,Binkan Kiss,6.26,Manga (1 vols),Aug 2005 - Aug 2005
14985,Triple Complex!!!,6.26,Manga (1 vols),Jan 2008 - Mar 2008
14986,Schoolmate,6.26,Manga (4 vols),Jun 2006 - Jan 2012
14987,Akane-chan Overdrive,6.25,Manga (2 vols),Mar 1999 - Feb 2000
14988,Gakuen Tengoku,6.25,Manga (8 vols),Oct 2003 - Nov 2005
14989,Aishiatteru Futari,6.25,Manga (1 vols),2002 - Feb 2004
14990,Tsukumo Happy Soul,6.25,Manga (1 vols),May 2004 - Aug 2004
14991,Natsu e no Tobira,6.25,Manga (1 vols),Oct 1975 - Oct 1975
14992,Suki♥Doki,6.25,Manga (1 vols),2007 - 2007
14993,Kekkou Kamen,6.25,Manga (5 vols),Aug 1974 - Jan 1978
14994,Meimu,6.25,One-shot (? vols),Jul 2008 - Jul 2008
14995,1,6.25,Manga (1 vols),Jan 1993 - Jun 1993
14996,Kinoko Ningen no Kekkon,6.25,Manga (1 vols),Oct 2013 - Aug 2014
14997,Murder Incarnation,6.25,Manga (2 vols),May 2013 - Jun 2014
14998,Houkago Shinjuu,6.25,One-shot (? vols),Jan 2012 - Jan 2012
14999,Pygmalion,6.25,Manga (3 vols),Oct 2015 - Jun 2017
15000,Ore no 100-wame!!,6.25,Manga (? vols),Jan 2015 - Nov 2015
15001,Oshioki Execute,6.25,Manga (? vols),May 2016 -
15002,Kunoichi no Ichi!,6.25,Manga (5 vols),Sep 2016 - Oct 2017
15003,Shigan Kyoushuu,6.25,One-shot (? vols),Nov 2011 - Nov 2011
15004,Lion to Hanayome,6.25,Manga (3 vols),Feb 2014 - Feb 2016
15005,Grimm & Gritty,6.25,Manga (4 vols),Mar 2017 - Nov 2018
15006,Jinmen,6.25,Manga (13 vols),Jul 2016 - Jun 2019
15007,Batman and the Justice League,6.25,Manga (4 vols),Jun 2017 - May 2019
15008,Buchimaru Chaos,6.25,Manga (3 vols),Nov 2016 - Dec 2017
15009,Spicy Spies,6.25,Manga (1 vols),2009 - 2009
15010,Banana no Nana,6.25,Manga (2 vols),Mar 2010 - May 2011
15011,Fuku Neko,6.25,Manga (1 vols),Jun 2009 - Jun 2009
15012,Choukyoushi,6.25,Manga (1 vols),2003 - 2003
15013,Kinmokusei no Hana-tachi,6.25,One-shot (? vols),Apr 2008 - Apr 2008
15014,Gengenji,6.25,One-shot (? vols),-
15015,Mizu no Iro Gin no Tsuki,6.25,Manga (1 vols),Jul 2005 - Jun 2006
15016,Kokoro Rental,6.25,One-shot (? vols),2011 - 2011
15017,Tama ni Onegai!,6.25,One-shot (? vols),Jan 2011 - Jan 2011
15018,Dragon Ball Heroes: Victory Mission,6.25,Manga (? vols),Sep 2012 -
15019,Kiratto!☆Yell,6.25,One-shot (? vols),2012 - 2012
15020,Tokyo Summer of the Dead,6.25,Manga (4 vols),Feb 2011 - Nov 2012
15021,Iczer Densetsu,6.25,Manga (1 vols),1988 - 1988
15022,Hoshikuzu no Sorakil,6.25,One-shot (? vols),Jul 2017 - Jul 2017
15023,Shingan no Yuusha,6.25,Manga (? vols),Sep 2017 -
15024,Hen na Chishiki ni Kuwashii Kanojo Takayukashiki Souko-san,6.25,Manga (5 vols),Jan 2018 - Mar 2020
15025,Murabito Tensei: Saikyou no Slow Life,6.25,Manga (? vols),Sep 2017 -
15026,Sen no Skill wo Motsu Otoko: Isekai de Shoukanjuu Hajimemashita!,6.25,Manga (? vols),Dec 2018 -
15027,Nanimo Iwanai,6.25,Manga (1 vols),May 2016 - Oct 2016
15028,Midashitai Giya-san to Midarenai Tadamichi,6.25,Manga (2 vols),Dec 2019 - Jul 2020
15029,Level 1 dakedo Unique Skill de Saikyou desu,6.24,Manga (? vols),May 2018 -
15030,29-sai Dokushin wa Isekai de Jiyuu ni Ikita......katta.,6.24,Manga (? vols),Feb 2019 -
15031,Asanami-san to Shindemo Ikitai.,6.24,Manga (1 vols),Sep 2019 - Mar 2020
15032,Ane ga Kensei de Imouto ga Kenja de,6.24,Manga (? vols),Aug 2020 -
15033,Ringo no Asobikata,6.24,One-shot (? vols),Sep 2012 - Sep 2012
15034,Ao no Haha,6.24,Manga (4 vols),Mar 2014 - May 2016
15035,Joou-sama no Eshi,6.24,Manga (4 vols),Jul 2014 - Oct 2016
15036,Kimi ni Hana wo,6.24,One-shot (? vols),Mar 2014 - Mar 2014
15037,Yuri na Watashi to Akuma na Kanojo(?),6.24,Manga (2 vols),May 2015 - May 2016
15038,Buzzer Beater,6.24,Manga (4 vols),May 1996 - 1997
15039,Legend of Lemnear,6.24,Manga (3 vols),Sep 1991 - Feb 1992
15040,Benkyou Shinasai!,6.24,Manga (1 vols),2002 - 2002
15041,Eikou no Te,6.24,Manga (2 vols),2000 - 2000
15042,Chekera!,6.24,One-shot (? vols),2002 - 2002
15043,From A Different Dimension,6.24,Manga (1 vols),1989 - 1989
15044,Baby Pink KISS,6.24,Manga (1 vols),2001 - 2001
15045,Tsuki no Yoru,6.24,One-shot (? vols),1993 - 1993
15046,Chic,6.24,Doujinshi (1 vols),-
15047,Virgin Wars,6.24,Manga (2 vols),1998 -
15048,The Fairy and the Hunter,6.24,One-shot (? vols),-
15049,Sakamoto Gakari,6.24,Manga (1 vols),-
15050,Memai,6.24,Manga (1 vols),1997 -
15051,Hotel Harbour View,6.24,Manga (1 vols),1985 - 1985
15052,Yakuza Girl: Blade-jikake no Hanayome,6.24,Manga (2 vols),Jan 2008 - Dec 2008
15053,Ichizude Karen na Ore-sama,6.24,One-shot (? vols),2008 -
15054,Yami no Hou e,6.24,One-shot (? vols),Dec 2002 - Dec 2002
15055,Evil Crusher Maya,6.24,Manga (1 vols),Feb 1996 - Mar 1996
15056,Aimane: Akuma na Kanojo wo Produce,6.24,Manga (1 vols),Jan 2012 - Apr 2013
15057,Himitsu Sentai Momoider,6.24,Manga (1 vols),2003 - 2003
15058,Yome ga Loli tte Doo yo!?,6.24,Manga (1 vols),Dec 2010 - May 2011
15059,Bokura no Fushidara,6.24,Manga (2 vols),Sep 2014 - Sep 2015
15060,Ayuta,6.24,Manga (? vols),Mar 2014 -
15061,Comic Lily Plus,6.24,Manga (2 vols),Apr 2010 - Jun 2010
15062,Sennen Sensou Aigis: Eiyuu no Kizuna,6.24,Manga (5 vols),Feb 2016 - Oct 2018
15063,Ore no Kimochi ga Wakaru ka,6.24,Manga (1 vols),Jan 2016 - May 2016
15064,Kuro-senpai to Kuroyashiki no Yami ni Mayowanai,6.23,Manga (1 vols),Mar 2015 - Jan 2016
15065,S Watari-san to M Mura-kun,6.23,Manga (3 vols),Aug 2015 - Dec 2016
15066,Hydra,6.23,Manga (1 vols),Oct 1997 - Jun 1998
15067,Zoo to Issho!,6.23,One-shot (? vols),Jul 2015 - Jul 2015
15068,Ole Golazo,6.23,Manga (2 vols),Nov 2016 - Feb 2017
15069,Ecstas Online,6.23,Manga (2 vols),Aug 2017 - Feb 2019
15070,Koisuru Michiru Ojousama,6.23,Manga (2 vols),Mar 2012 - Apr 2013
15071,Futari no Mirai,6.23,One-shot (? vols),Jul 2008 - Jul 2008
15072,Retort Pouch!,6.23,Manga (7 vols),Apr 2014 - Dec 2018
15073,Ero♥Märchen: Hoshi no Ginka,6.23,Manga (1 vols),Feb 2013 - Feb 2013
15074,Isekai ni Tobasareta Ossan wa Doko e Iku?,6.23,Manga (? vols),Dec 2017 -
15075,Black Gakkou ni Tsutometeshimatta Sensei,6.23,Manga (? vols),Aug 2017 -
15076,Goreijou Takashima Kiyono wa Hisoka ni Tashinamu.,6.23,Manga (3 vols),Apr 2018 - Jun 2020
15077,Isekai Shoukan wa Nidome desu,6.23,Manga (? vols),Jun 2018 -
15078,Isekai Tensei no Boukensha,6.23,Manga (? vols),Aug 2018 -
15079,Isekaigaeri no Ossan wa Fusei Skill de Fathercon Musume-tachi wo Torotoro ni,6.23,Manga (? vols),Jun 2019 -
15080,Akachan Ryuu no Osewagakari ni Ninmei saremashita,6.23,Manga (2 vols),Sep 2015 - Nov 2016
15081,Kyosei Tensei,6.23,Manga (? vols),Sep 2019 -
15082,0 kara Hajimeru Manga Kyoushitsu,6.23,Manga (1 vols),Aug 2009 - Aug 2009
15083,Tennen Kakutou Shoujo Chihiro-chan♥,6.23,Manga (5 vols),Mar 2010 - Oct 2013
15084,Sukeban Arashi,6.23,Manga (2 vols),May 1975 - Oct 1975
15085,Coin Laundry no Onna,6.23,Manga (1 vols),Jul 2005 - Oct 2009
15086,F.P. Ageha,6.23,One-shot (? vols),2009 - 2009
15087,Yagyuu Hijouken Samon,6.23,Manga (1 vols),Mar 2007 - Jun 2009
15088,Aki,6.23,Manga (2 vols),Mar 2011 - 2012
15089,Shiro, mata wa Pink,6.23,One-shot (? vols),Dec 2010 - Dec 2010
15090,Prism Palette,6.23,Manga (1 vols),Sep 2001 - Sep 2001
15091,Kagome Kagome,6.23,Manga (3 vols),May 1999 - Jun 2001
15092,Digimon D-Cyber,6.23,Manhua (2 vols),2005 - 2005
15093,Allegro Agitato,6.23,Manga (2 vols),Aug 1999 - Mar 2000
15094,Kessaku Tanpenshuu Vampire,6.23,One-shot (? vols),1990 - 1990
15095,Ame no Furu Basho,6.23,One-shot (? vols),Jul 1994 - Jul 1994
15096,Sense.,6.23,Manga (? vols),Jan 2008 -
15097,Zeus,6.22,Manga (2 vols),Oct 1997 - Sep 1998
15098,Murikuri,6.22,One-shot (? vols),2002 - 2002
15099,Bishounen no Koi,6.22,Manga (1 vols),-
15100,11th Cat,6.22,Manhwa (5 vols),2002 - 2002
15101,Offered,6.22,Manga (4 vols),Sep 1989 - Aug 1990
15102,Crossing 25;,6.22,Manga (1 vols),2002 - 2002
15103,The Dress,6.22,Manhwa (? vols),-
15104,Senpai Amasugiru H,6.22,Manga (1 vols),2002 - 2002
15105,Sensual Trigger,6.22,Manga (1 vols),2005 - 2005
15106,Icaro,6.22,Manga (2 vols),1996 - 2000
15107,JX's,6.22,Manga (1 vols),-
15108,Propeller Heaven,6.22,Manga (1 vols),Oct 2000 - Aug 2001
15109,Bannou Bunka Neko-Musume,6.22,Manga (1 vols),1990 - 1991
15110,Nusunde Lilith,6.22,Manga (3 vols),Dec 2006 - Feb 2009
15111,Atsuize Tenma!,6.22,Manga (1 vols),Nov 1989 - Apr 1990
15112,Love Capsule,6.22,Manga (1 vols),2007 -
15113,Blust!,6.22,One-shot (? vols),Apr 2009 - Apr 2009
15114,√Paradise,6.22,Manga (2 vols),Jul 1993 - Jul 1994
15115,Damatte Watashi no Iu Koto Kikinasai!,6.22,One-shot (? vols),May 2013 - May 2013
15116,Shingeki no Kyojin Volume 0,6.22,Manga (1 vols),Jul 2013 - Jul 2013
15117,Office de Animal Love,6.22,Manga (1 vols),-
15118,GetBackers Bangai-hen,6.22,One-shot (? vols),Feb 2009 - Feb 2009
15119,Ookami-kun to Cinderella,6.22,One-shot (? vols),Oct 2013 - Oct 2013
15120,Best Blue,6.22,Manga (3 vols),Jul 2015 - Nov 2015
15121,Madonna wa Glass Case no Naka,6.22,Manga (2 vols),Nov 2014 - Feb 2016
15122,Junjou→←Haraguro Kareshi,6.22,Manga (1 vols),Jul 2015 - Aug 2015
15123,Poro no Ryuugakuki,6.22,Manga (2 vols),Feb 2017 - Jun 2017
15124,Becchin to Mandara,6.22,Manga (1 vols),Jul 2007 - Sep 2009
15125,Junai Twitter,6.22,Manga (1 vols),2010 -
15126,Dreaming: Fairy Tale of Dream,6.22,One-shot (? vols),2008 - 2008
15127,Tutor Maid,6.22,One-shot (? vols),2011 - 2011
15128,SS Sisters,6.22,Manga (5 vols),Feb 2010 - Dec 2012
15129,Koko dake no Himitsu,6.22,One-shot (? vols),Mar 2013 - Mar 2013
15130,D.Y.N. Freaks,6.22,Manga (3 vols),Apr 2013 - May 2014
15131,Koukando ga Agaranai,6.22,Manga (1 vols),Feb 2017 - May 2017
15132,Maou Toubatsu shita Ato, Medachitakunai node Guild Master ni Natta,6.22,Manga (? vols),Apr 2019 -
15133,Aishiteimasu, Kyouko-san.,6.22,Manga (? vols),May 2019 -
15134,Hina-chan Change,6.22,Manga (3 vols),Jun 2019 - Jul 2020
15135,Fukushuu Kansuisha no Jinsei Nishuume Isekaitan the Comic,6.22,Manga (? vols),Mar 2019 -
15136,Kanojo Gacha,6.22,Manga (8 vols),May 2019 - Aug 2021
15137,Bocchi Tenseiki,6.22,Manga (? vols),Oct 2019 -
15138,Yankee JK no Ijou na Aijou,6.21,Manga (5 vols),Mar 2018 - Dec 2019
15139,Otona no Bouguya-san,6.21,Manga (? vols),Sep 2017 -
15140,Mannen D-Rank no Chuunen Boukensha, Yotta Ikioi de Densetsu no Ken wo Hikkonuku,6.21,Manga (? vols),Sep 2018 -
15141,Asobinin wa Kenja ni Tenshoku Dekiru tte Shittemashita?: Yuusha Party wo Tsuihou sareta Lv99 Doukeshi, "Daikenja" ni Naru,6.21,Manga (? vols),Dec 2018 -
15142,Hazure Skill "Mapping" wo Te ni Shita Shounen wa Saikyou Party to Dungeon ni Idomu,6.21,Manga (3 vols),Sep 2018 - Feb 2021
15143,Ichioku-nen Button wo Renda shita Ore wa, Kizuitara Saikyou ni Natteita: Rakudai Kenshi no Gakuin Musou,6.21,Manga (? vols),Feb 2020 -
15144,Moto Kouzou Kaiseki Kenkyuusho no Isekai Boukentan,6.21,Manga (? vols),Jul 2018 -
15145,Futago Wazurai,6.21,Manga (3 vols),Jan 2020 - Dec 2020
15146,Bakudan,6.21,Manga (2 vols),1994 - 1995
15147,Yuki-chan no Baka, Daisuki.,6.21,One-shot (? vols),Oct 2013 - Oct 2013
15148,Cider to Nakimushi.,6.21,Manga (1 vols),May 2012 - Feb 2014
15149,Gion no Tsugai,6.21,Manga (2 vols),Mar 2015 - Nov 2016
15150,± Junkie,6.21,Manga (1 vols),Jun 2003 - Sep 2003
15151,Amai♥Jouji,6.21,Manga (1 vols),Oct 2006 - Oct 2006
15152,Goshujinsama ni Amai Ringo no Okashi,6.21,Manga (2 vols),2006 - 2006
15153,Captain Tsubasa Pilot Chapter,6.21,One-shot (? vols),Apr 1980 - Apr 1980
15154,Dororon Enma-kun,6.21,Manga (3 vols),Sep 1973 - Mar 1974
15155,Hime Koibito,6.21,One-shot (? vols),2004 - 2004
15156,Gal-sen,6.21,Manga (? vols),Sep 2021 -
15157,Shinshi na Meets Girl,6.21,Manga (1 vols),2010 - 2010
15158,Damned,6.21,Manga (3 vols),1992 - 1992
15159,Twins Game,6.21,Manga (1 vols),Jul 2012 - Jul 2012
15160,Komata-kun to Komata-chan,6.21,Doujinshi (1 vols),Aug 2010 - Aug 2010
15161,Daikousha Nagi,6.21,One-shot (? vols),Feb 2015 - Feb 2015
15162,Choujin Sensen,6.21,Manga (7 vols),Feb 2014 - Jun 2016
15163,Kao ga Suki,6.21,Manga (? vols),Jun 2013 - Jul 2013
15164,Meteor Syndrome,6.21,One-shot (? vols),May 2016 - May 2016
15165,Hime no Dameshi,6.21,Manga (3 vols),Dec 2015 - Mar 2017
15166,I Am a Hero in Nagasaki,6.21,Manga (1 vols),Mar 2016 - Oct 2016
15167,Kuro no Souzou Shoukanshi: Tenseisha no Hangyaku,6.21,Manga (3 vols),Aug 2017 - Apr 2020
15168,Netsuzou TRap,6.20,Manga (6 vols),Nov 2014 - Dec 2017
15169,Kuro Ihon,6.20,Manga (1 vols),Nov 2014 - Jun 2015
15170,Kontou Shoujo,6.20,Manga (1 vols),Jun 2011 - Sep 2014
